Timestamp,Topic,Payload
2024-05-13T11:32:24.646760,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:24.693819,avr/fcm/location/global,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""alt"": 0.007000000216066837, ""hdg"": 12.842400550842285}"
2024-05-13T11:32:24.693819,avr/fcm/location/global_full,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""rel_alt"": 0.007000000216066837, ""abs_alt"": 161.9610137939453}"
2024-05-13T11:32:24.693819,avr/fcm/location/local,"{""dX"": -1.9892925024032593, ""dY"": -1.8214973211288452, ""dZ"": -2.7975008487701416}"
2024-05-13T11:32:24.693819,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:24.693819,avr/fcm/gps_info,"{""num_satellites"": 13, ""fix_type"": ""FIX_3D""}"
2024-05-13T11:32:24.740685,avr/fcm/location/global,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""alt"": 0.00800000037997961, ""hdg"": 12.840075492858887}"
2024-05-13T11:32:24.740685,avr/vio/position/ned,"{""n"": -71.51837412554366, ""e"": 21.8829655794892, ""d"": -86.50758749062942}"
2024-05-13T11:32:24.740685,avr/fusion/position/ned,"{""n"": -71.51837412554366, ""e"": 21.8829655794892, ""d"": -86.50758749062942}"
2024-05-13T11:32:24.740685,avr/vio/orientation/eul,"{""psi"": 2.4272304027214733, ""theta"": -0.07563490707010406, ""phi"": 0.1556512945019881}"
2024-05-13T11:32:24.740685,avr/vio/heading,"{""degrees"": 8.918162250711754}"
2024-05-13T11:32:24.740685,avr/vio/velocity/ned,"{""n"": 3.066221872965495, ""e"": 3.210405508677165, ""d"": -1.4743804931640625}"
2024-05-13T11:32:24.740685,avr/vio/confidence,"{""tracker"": 80}"
2024-05-13T11:32:24.740685,avr/fusion/geo,"{""lat"": 32.808542551319576, ""lon"": -97.15634266349706, ""alt"": 162.3650759192433}"
2024-05-13T11:32:24.740685,avr/fcm/location/global_full,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""rel_alt"": 0.00800000037997961, ""abs_alt"": 161.9610137939453}"
2024-05-13T11:32:24.740685,avr/fcm/location/local,"{""dX"": -1.990119218826294, ""dY"": -1.8225041627883911, ""dZ"": -2.799029588699341}"
2024-05-13T11:32:24.740685,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:24.756132,avr/fusion/attitude/euler,"{""psi"": 2.4272304027214733, ""theta"": -0.07563490707010406, ""phi"": 0.1556512945019881}"
2024-05-13T11:32:24.787801,avr/fcm/attitude/euler,"{""roll"": 1.2894662618637085, ""pitch"": 0.04115695878863335, ""yaw"": 12.836201667785645}"
2024-05-13T11:32:24.787801,avr/fcm/location/global,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""alt"": 0.00800000037997961, ""hdg"": 12.836201667785645}"
2024-05-13T11:32:24.787801,avr/fcm/location/global_full,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""rel_alt"": 0.00800000037997961, ""abs_alt"": 161.9610137939453}"
2024-05-13T11:32:24.787801,avr/fcm/location/local,"{""dX"": -1.9914803504943848, ""dY"": -1.824000597000122, ""dZ"": -2.8010756969451904}"
2024-05-13T11:32:24.787801,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:24.787801,avr/fcm/location/global,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""alt"": 0.00800000037997961, ""hdg"": 12.833867073059082}"
2024-05-13T11:32:24.787801,avr/fusion/attitude/heading,"{""heading"": 8.918162250711754}"
2024-05-13T11:32:24.787801,avr/fusion/hil_gps,"{""time_usec"": 1715617947449262, ""fix_type"": 3, ""lat"": 328085425, ""lon"": -971563426, ""alt"": 162365, ""eph"": 20, ""epv"": 5, ""vel"": 5, ""vn"": 4, ""ve"": 3, ""vd"": 6, ""cog"": 900, ""satellites_visible"": 13, ""heading"": 928}"
2024-05-13T11:32:24.787801,avr/fusion/velocity/ned,"{""Vn"": 3.066221872965495, ""Ve"": 3.210405508677165, ""Vd"": -1.4743804931640625}"
2024-05-13T11:32:24.787801,avr/fusion/groundspeed,"{""groundspeed"": 4.439416640099994}"
2024-05-13T11:32:24.787801,avr/fusion/climbrate,"{""climb_rate_fps"": 290.2318000793457}"
2024-05-13T11:32:24.787801,avr/fcm/location/global_full,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""rel_alt"": 0.00800000037997961, ""abs_alt"": 161.9610137939453}"
2024-05-13T11:32:24.787801,avr/fcm/location/local,"{""dX"": -1.9931164979934692, ""dY"": -1.8256566524505615, ""dZ"": -2.803126573562622}"
2024-05-13T11:32:24.834416,avr/apriltags/fps,"{""fps"": 5}"
2024-05-13T11:32:24.834416,avr/fcm/location/global,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""alt"": 0.00800000037997961, ""hdg"": 12.833867073059082}"
2024-05-13T11:32:24.834416,avr/fcm/location/global_full,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""rel_alt"": 0.00800000037997961, ""abs_alt"": 161.9610137939453}"
2024-05-13T11:32:24.834416,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:24.834416,avr/fcm/location/global,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""alt"": 0.00800000037997961, ""hdg"": 12.833867073059082}"
2024-05-13T11:32:24.834416,avr/fcm/location/global_full,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""rel_alt"": 0.00800000037997961, ""abs_alt"": 161.96200561523438}"
2024-05-13T11:32:24.834416,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:24.834416,avr/fcm/location/local,"{""dX"": -1.9950038194656372, ""dY"": -1.8274582624435425, ""dZ"": -2.805182695388794}"
2024-05-13T11:32:24.834416,avr/fcm/gps_info,"{""num_satellites"": 13, ""fix_type"": ""FIX_3D""}"
2024-05-13T11:32:24.834416,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:24.834416,avr/fcm/location/global,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""alt"": 0.00800000037997961, ""hdg"": 12.832210540771484}"
2024-05-13T11:32:24.834416,avr/fcm/location/global_full,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""rel_alt"": 0.00800000037997961, ""abs_alt"": 161.96200561523438}"
2024-05-13T11:32:24.834416,avr/fusion/hil_gps,"{""time_usec"": 1715617947549855, ""fix_type"": 3, ""lat"": 328085425, ""lon"": -971563426, ""alt"": 162365, ""eph"": 20, ""epv"": 5, ""vel"": 4, ""vn"": 3, ""ve"": 3, ""vd"": -1, ""cog"": 800, ""satellites_visible"": 13, ""heading"": 891}"
2024-05-13T11:32:24.834416,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:24.881524,avr/fcm/location/global,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""alt"": 0.00800000037997961, ""hdg"": 12.829571723937988}"
2024-05-13T11:32:24.881524,avr/fcm/location/global_full,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""rel_alt"": 0.00800000037997961, ""abs_alt"": 161.96200561523438}"
2024-05-13T11:32:24.881524,avr/thermal/reading,"{""data"": ""EBAPEBAPDw8REBARERAQEBEQERERERARERIQEREQERASEREQERAQERISEREREhERExISEREREhITExQSExISEg==""}"
2024-05-13T11:32:24.881524,avr/fcm/attitude/euler,"{""roll"": 1.2894246578216553, ""pitch"": 0.04159863293170929, ""yaw"": 12.82910442352295}"
2024-05-13T11:32:24.881524,avr/fcm/location/local,"{""dX"": -1.9957423210144043, ""dY"": -1.828407645225525, ""dZ"": -2.806727886199951}"
2024-05-13T11:32:24.881524,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:24.881524,avr/vio/position/ned,"{""n"": -72.49281798531207, ""e"": 21.199407397827148, ""d"": -87.18003553716581}"
2024-05-13T11:32:24.881524,avr/vio/orientation/eul,"{""psi"": 2.425232045365359, ""theta"": -0.0764888877031929, ""phi"": 0.15232537159067824}"
2024-05-13T11:32:24.881524,avr/vio/heading,"{""degrees"": 8.727600904907835}"
2024-05-13T11:32:24.881524,avr/vio/velocity/ned,"{""n"": -5.8330818564592, ""e"": -3.964842079642289, ""d"": -4.211121690487433}"
2024-05-13T11:32:24.881524,avr/vio/confidence,"{""tracker"": 93}"
2024-05-13T11:32:24.881524,avr/fusion/position/ned,"{""n"": -72.49281798531207, ""e"": 21.199407397827148, ""d"": -87.18003553716581}"
2024-05-13T11:32:24.881524,avr/fusion/attitude/euler,"{""psi"": 2.425232045365359, ""theta"": -0.0764888877031929, ""phi"": 0.15232537159067824}"
2024-05-13T11:32:24.881524,avr/fusion/attitude/heading,"{""heading"": 8.727600904907835}"
2024-05-13T11:32:24.928423,avr/fcm/gps_info,"{""num_satellites"": 13, ""fix_type"": ""FIX_3D""}"
2024-05-13T11:32:24.928423,avr/fcm/location/global,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""alt"": 0.00800000037997961, ""hdg"": 12.827162742614746}"
2024-05-13T11:32:24.928423,avr/fcm/location/global_full,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""rel_alt"": 0.00800000037997961, ""abs_alt"": 161.96200561523438}"
2024-05-13T11:32:24.928423,avr/fcm/location/local,"{""dX"": -1.995945930480957, ""dY"": -1.8288124799728394, ""dZ"": -2.8079380989074707}"
2024-05-13T11:32:24.928423,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:24.928423,avr/fusion/velocity/ned,"{""Vn"": -5.8330818564592, ""Ve"": -3.964842079642289, ""Vd"": -4.211121690487433}"
2024-05-13T11:32:24.928423,avr/fusion/groundspeed,"{""groundspeed"": 7.053000543077797}"
2024-05-13T11:32:24.928423,avr/fusion/climbrate,"{""climb_rate_fps"": 828.9593047724511}"
2024-05-13T11:32:24.928423,avr/fusion/geo,"{""lat"": 32.80854246345577, ""lon"": -97.1563427364824, ""alt"": 162.37180040087878}"
2024-05-13T11:32:24.928423,avr/fcm/location/global,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""alt"": 0.00800000037997961, ""hdg"": 12.825623512268066}"
2024-05-13T11:32:24.928423,avr/fcm/location/global_full,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""rel_alt"": 0.00800000037997961, ""abs_alt"": 161.96200561523438}"
2024-05-13T11:32:24.943624,avr/fcm/location/local,"{""dX"": -1.9961541891098022, ""dY"": -1.8292683362960815, ""dZ"": -2.809600591659546}"
2024-05-13T11:32:24.943624,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:24.975301,avr/fusion/hil_gps,"{""time_usec"": 1715617947651242, ""fix_type"": 3, ""lat"": 328085424, ""lon"": -971563427, ""alt"": 162371, ""eph"": 20, ""epv"": 5, ""vel"": 7, ""vn"": -5, ""ve"": -3, ""vd"": -4, ""cog"": 800, ""satellites_visible"": 13, ""heading"": 872}"
2024-05-13T11:32:24.975301,avr/fcm/hil_gps_stats,"{""num_frames"": 3230}"
2024-05-13T11:32:24.975301,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:24.975301,avr/fcm/location/global,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""alt"": 0.00800000037997961, ""hdg"": 12.825620651245117}"
2024-05-13T11:32:24.975301,avr/fcm/location/global_full,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""rel_alt"": 0.00800000037997961, ""abs_alt"": 161.96200561523438}"
2024-05-13T11:32:24.975301,avr/fcm/location/local,"{""dX"": -1.9965277910232544, ""dY"": -1.8297556638717651, ""dZ"": -2.8108696937561035}"
2024-05-13T11:32:24.975301,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:25.022182,avr/sandbox/CIC,"{""Thermal Targeting"": ""Offline"", ""CIC"": ""Online"", ""Autonomous"": ""Online"", ""Recon"": ""Off"", ""Sanity"": ""Gone"", ""Laser"": ""Off""}"
2024-05-13T11:32:25.022182,avr/fcm/attitude/euler,"{""roll"": 1.2859605550765991, ""pitch"": 0.04137105867266655, ""yaw"": 12.822078704833984}"
2024-05-13T11:32:25.022182,avr/fcm/gps_info,"{""num_satellites"": 13, ""fix_type"": ""FIX_3D""}"
2024-05-13T11:32:25.022182,avr/fcm/location/global,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""alt"": 0.00800000037997961, ""hdg"": 12.822078704833984}"
2024-05-13T11:32:25.022182,avr/fcm/location/global_full,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""rel_alt"": 0.00800000037997961, ""abs_alt"": 161.96200561523438}"
2024-05-13T11:32:25.022182,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:25.022182,avr/fcm/location/local,"{""dX"": -1.9972132444381714, ""dY"": -1.8304967880249023, ""dZ"": -2.8127336502075195}"
2024-05-13T11:32:25.022182,avr/fcm/location/global,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""alt"": 0.00800000037997961, ""hdg"": 12.821131706237793}"
2024-05-13T11:32:25.022182,avr/apriltags/fps,"{""fps"": 4}"
2024-05-13T11:32:25.022182,avr/fcm/location/global_full,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""rel_alt"": 0.00800000037997961, ""abs_alt"": 161.96200561523438}"
2024-05-13T11:32:25.022182,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:25.069053,avr/vio/position/ned,"{""n"": -72.58439828717647, ""e"": 21.104162120351706, ""d"": -87.32190689058275}"
2024-05-13T11:32:25.069053,avr/vio/orientation/eul,"{""psi"": 2.424617881053468, ""theta"": -0.07620861003843261, ""phi"": 0.1528278232007888}"
2024-05-13T11:32:25.069053,avr/vio/heading,"{""degrees"": 8.756389261576722}"
2024-05-13T11:32:25.069053,avr/vio/velocity/ned,"{""n"": -0.6009340286254883, ""e"": -0.6803770860036215, ""d"": -0.85143248240153}"
2024-05-13T11:32:25.069053,avr/fusion/position/ned,"{""n"": -72.58439828717647, ""e"": 21.104162120351706, ""d"": -87.32190689058275}"
2024-05-13T11:32:25.069053,avr/fcm/location/local,"{""dX"": -1.9981088638305664, ""dY"": -1.8313474655151367, ""dZ"": -2.8147387504577637}"
2024-05-13T11:32:25.069053,avr/vio/confidence,"{""tracker"": 90}"
2024-05-13T11:32:25.069053,avr/fusion/attitude/euler,"{""psi"": 2.424617881053468, ""theta"": -0.07620861003843261, ""phi"": 0.1528278232007888}"
2024-05-13T11:32:25.069053,avr/fcm/location/global,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""alt"": 0.009000000543892384, ""hdg"": 12.819493293762207}"
2024-05-13T11:32:25.069053,avr/fcm/location/global_full,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""rel_alt"": 0.009000000543892384, ""abs_alt"": 161.96200561523438}"
2024-05-13T11:32:25.069053,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:25.069053,avr/fusion/attitude/heading,"{""heading"": 8.756389261576722}"
2024-05-13T11:32:25.069053,avr/fcm/location/global,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""alt"": 0.009000000543892384, ""hdg"": 12.819493293762207}"
2024-05-13T11:32:25.069053,avr/fcm/location/global_full,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""rel_alt"": 0.009000000543892384, ""abs_alt"": 161.96200561523438}"
2024-05-13T11:32:25.069053,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:25.069053,avr/fcm/status,"{""mode"": ""LAND"", ""armed"": true}"
2024-05-13T11:32:25.069053,avr/fcm/status,"{""armed"": true, ""mode"": ""LAND""}"
2024-05-13T11:32:25.084246,avr/fcm/location/local,"{""dX"": -1.9992773532867432, ""dY"": -1.8323805332183838, ""dZ"": -2.8167552947998047}"
2024-05-13T11:32:25.115954,avr/fcm/location/global,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""alt"": 0.009000000543892384, ""hdg"": 12.817919731140137}"
2024-05-13T11:32:25.115954,avr/fcm/location/global_full,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""rel_alt"": 0.009000000543892384, ""abs_alt"": 161.96200561523438}"
2024-05-13T11:32:25.115954,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:25.115954,avr/fusion/hil_gps,"{""time_usec"": 1715617947754007, ""fix_type"": 3, ""lat"": 328085424, ""lon"": -971563427, ""alt"": 162371, ""eph"": 20, ""epv"": 5, ""vel"": 7, ""vn"": -5, ""ve"": -3, ""vd"": -4, ""cog"": 800, ""satellites_visible"": 13, ""heading"": 875}"
2024-05-13T11:32:25.115954,avr/fusion/velocity/ned,"{""Vn"": -0.6009340286254883, ""Ve"": -0.6803770860036215, ""Vd"": -0.85143248240153}"
2024-05-13T11:32:25.131137,avr/fusion/groundspeed,"{""groundspeed"": 0.9077635627842959}"
2024-05-13T11:32:25.131137,avr/fusion/climbrate,"{""climb_rate_fps"": 167.60448416074118}"
2024-05-13T11:32:25.131137,avr/fusion/geo,"{""lat"": 32.80854245519815, ""lon"": -97.15634274665199, ""alt"": 162.37321911354078}"
2024-05-13T11:32:25.131137,avr/fcm/location/local,"{""dX"": -2.000701665878296, ""dY"": -1.8335769176483154, ""dZ"": -2.8187921047210693}"
2024-05-13T11:32:25.131137,avr/fcm/attitude/euler,"{""roll"": 1.2888723611831665, ""pitch"": 0.04064999520778656, ""yaw"": 12.817428588867188}"
2024-05-13T11:32:25.131137,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:25.131137,avr/fcm/location/global,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""alt"": 0.009000000543892384, ""hdg"": 12.817428588867188}"
2024-05-13T11:32:25.131137,avr/fcm/location/global_full,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""rel_alt"": 0.009000000543892384, ""abs_alt"": 161.9630126953125}"
2024-05-13T11:32:25.178457,avr/thermal/reading,"{""data"": ""EA8PEBAQDxAQEBAQEBAQEBEQERAQERAQEBEQERAQERAREREQEREREBISERESERERExISERIREhITExMSEhMSEw==""}"
2024-05-13T11:32:25.178457,avr/fcm/gps_info,"{""num_satellites"": 13, ""fix_type"": ""FIX_3D""}"
2024-05-13T11:32:25.178457,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:25.178457,avr/fcm/location/local,"{""dX"": -2.001788377761841, ""dY"": -1.8344587087631226, ""dZ"": -2.8204174041748047}"
2024-05-13T11:32:25.178457,avr/fcm/location/global,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""alt"": 0.009000000543892384, ""hdg"": 12.816014289855957}"
2024-05-13T11:32:25.178457,avr/fcm/location/global_full,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""rel_alt"": 0.009000000543892384, ""abs_alt"": 161.9630126953125}"
2024-05-13T11:32:25.178457,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:25.178457,avr/fusion/hil_gps,"{""time_usec"": 1715617947855213, ""fix_type"": 3, ""lat"": 328085424, ""lon"": -971563427, ""alt"": 162373, ""eph"": 20, ""epv"": 5, ""vel"": 0, ""vn"": 0, ""ve"": 0, ""vd"": 0, ""cog"": 800, ""satellites_visible"": 13, ""heading"": 875}"
2024-05-13T11:32:25.178457,avr/fcm/location/global,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""alt"": 0.009000000543892384, ""hdg"": 12.814334869384766}"
2024-05-13T11:32:25.178457,avr/fcm/location/global_full,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""rel_alt"": 0.009000000543892384, ""abs_alt"": 161.9630126953125}"
2024-05-13T11:32:25.178457,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:25.193619,avr/fcm/location/global,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""alt"": 0.009000000543892384, ""hdg"": 12.814334869384766}"
2024-05-13T11:32:25.193619,avr/fcm/location/global_full,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""rel_alt"": 0.009000000543892384, ""abs_alt"": 161.9630126953125}"
2024-05-13T11:32:25.193619,avr/fcm/location/local,"{""dX"": -2.003347396850586, ""dY"": -1.8356900215148926, ""dZ"": -2.822645425796509}"
2024-05-13T11:32:25.193619,avr/vio/position/ned,"{""n"": -72.46155410259357, ""e"": 21.226974726816813, ""d"": -87.30393705146486}"
2024-05-13T11:32:25.193619,avr/vio/orientation/eul,"{""psi"": 2.425446930197885, ""theta"": -0.0755149350773894, ""phi"": 0.15407329708305942}"
2024-05-13T11:32:25.193619,avr/fusion/position/ned,"{""n"": -72.46155410259357, ""e"": 21.226974726816813, ""d"": -87.30393705146486}"
2024-05-13T11:32:25.240698,avr/vio/heading,"{""degrees"": 8.827749658524603}"
2024-05-13T11:32:25.240698,avr/fusion/attitude/euler,"{""psi"": 2.425446930197885, ""theta"": -0.0755149350773894, ""phi"": 0.15407329708305942}"
2024-05-13T11:32:25.240698,avr/fusion/geo,"{""lat"": 32.80854246627477, ""lon"": -97.15634273353896, ""alt"": 162.37303941636722}"
2024-05-13T11:32:25.240698,avr/vio/velocity/ned,"{""n"": 0.7567648402231182, ""e"": 0.7138548496954454, ""d"": 0.199943245527987}"
2024-05-13T11:32:25.240698,avr/fusion/attitude/heading,"{""heading"": 8.827749658524603}"
2024-05-13T11:32:25.240698,avr/vio/confidence,"{""tracker"": 92}"
2024-05-13T11:32:25.240698,avr/fcm/gps_info,"{""num_satellites"": 13, ""fix_type"": ""FIX_3D""}"
2024-05-13T11:32:25.240698,avr/apriltags/fps,"{""fps"": 5}"
2024-05-13T11:32:25.240698,avr/fcm/attitude/euler,"{""roll"": 1.2888330221176147, ""pitch"": 0.04062294960021973, ""yaw"": 12.811989784240723}"
2024-05-13T11:32:25.240698,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:25.240698,avr/fcm/location/global,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""alt"": 0.009000000543892384, ""hdg"": 12.811989784240723}"
2024-05-13T11:32:25.240698,avr/fcm/location/global_full,"{""lat"": 32.8085502, ""lon"": -97.1563346, ""rel_alt"": 0.009000000543892384, ""abs_alt"": 161.9630126953125}"
2024-05-13T11:32:25.240698,avr/fcm/location/local,"{""dX"": -2.0043537616729736, ""dY"": -1.8365530967712402, ""dZ"": -2.8247368335723877}"
2024-05-13T11:32:25.240698,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:25.240698,avr/fcm/location/global,"{""lat"": 32.8085501, ""lon"": -97.1563346, ""alt"": 0.009000000543892384, ""hdg"": 12.810558319091797}"
2024-05-13T11:32:25.240698,avr/fcm/location/global_full,"{""lat"": 32.8085501, ""lon"": -97.1563346, ""rel_alt"": 0.009000000543892384, ""abs_alt"": 161.9630126953125}"
2024-05-13T11:32:25.240698,avr/fusion/velocity/ned,"{""Vn"": 0.7567648402231182, ""Ve"": 0.7138548496954454, ""Vd"": 0.199943245527987}"
2024-05-13T11:32:25.240698,avr/fusion/groundspeed,"{""groundspeed"": 1.0403277223219751}"
2024-05-13T11:32:25.240698,avr/fusion/climbrate,"{""climb_rate_fps"": -39.358827882184244}"
2024-05-13T11:32:25.240698,avr/fusion/hil_gps,"{""time_usec"": 1715617947958390, ""fix_type"": 3, ""lat"": 328085424, ""lon"": -971563427, ""alt"": 162373, ""eph"": 20, ""epv"": 5, ""vel"": 1, ""vn"": 0, ""ve"": 0, ""vd"": 0, ""cog"": 800, ""satellites_visible"": 13, ""heading"": 882}"
2024-05-13T11:32:25.287729,avr/fcm/location/local,"{""dX"": -2.0055994987487793, ""dY"": -1.8375786542892456, ""dZ"": -2.826838493347168}"
2024-05-13T11:32:25.287729,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:25.287729,avr/fcm/location/global,"{""lat"": 32.8085501, ""lon"": -97.1563346, ""alt"": 0.009000000543892384, ""hdg"": 12.809346199035645}"
2024-05-13T11:32:25.287729,avr/fcm/location/global_full,"{""lat"": 32.8085501, ""lon"": -97.1563346, ""rel_alt"": 0.009000000543892384, ""abs_alt"": 161.9630126953125}"
2024-05-13T11:32:25.287729,avr/fcm/gps_info,"{""num_satellites"": 13, ""fix_type"": ""FIX_3D""}"
2024-05-13T11:32:25.303101,avr/fcm/location/local,"{""dX"": -2.0066869258880615, ""dY"": -1.8384555578231812, ""dZ"": -2.8284199237823486}"
2024-05-13T11:32:25.334702,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:25.334702,avr/fcm/location/global,"{""lat"": 32.8085501, ""lon"": -97.1563347, ""alt"": 0.009000000543892384, ""hdg"": 12.807729721069336}"
2024-05-13T11:32:25.334702,avr/fcm/location/global_full,"{""lat"": 32.8085501, ""lon"": -97.1563347, ""rel_alt"": 0.009000000543892384, ""abs_alt"": 161.9630126953125}"
2024-05-13T11:32:25.334702,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:25.334702,avr/fcm/location/local,"{""dX"": -2.007542610168457, ""dY"": -1.8392202854156494, ""dZ"": -2.8303720951080322}"
2024-05-13T11:32:25.334702,avr/fcm/attitude/euler,"{""roll"": 1.2851829528808594, ""pitch"": 0.040299516171216965, ""yaw"": 12.806819915771484}"
2024-05-13T11:32:25.334702,avr/fcm/location/global,"{""lat"": 32.8085501, ""lon"": -97.1563347, ""alt"": 0.010000000707805157, ""hdg"": 12.806819915771484}"
2024-05-13T11:32:25.334702,avr/fcm/location/global_full,"{""lat"": 32.8085501, ""lon"": -97.1563347, ""rel_alt"": 0.010000000707805157, ""abs_alt"": 161.9630126953125}"
2024-05-13T11:32:25.397103,avr/fusion/hil_gps,"{""time_usec"": 1715617948060394, ""fix_type"": 3, ""lat"": 328085424, ""lon"": -971563427, ""alt"": 162373, ""eph"": 20, ""epv"": 5, ""vel"": 1, ""vn"": 0, ""ve"": 0, ""vd"": 0, ""cog"": 800, ""satellites_visible"": 13, ""heading"": 882}"
2024-05-13T11:32:25.397103,avr/fcm/velocity,"{""vX"": 0.0, ""vY"": 0.0, ""vZ"": 0.0}"
2024-05-13T11:32:25.397103,avr/fcm/location/local,"{""dX"": -2.008643627166748, ""dY"": -1.8401570320129395, ""dZ"": -2.8323493003845215}"
2024-05-13T11:32:25.397103,avr/vio/position/ned,"{""n"": -71.91332680740047, ""e"": 21.88685337906932, ""d"": -87.0547188086053}"
2024-05-13T11:32:25.397103,avr/fusion/position/ned,"{""n"": -71.91332680740047, ""e"": 21.88685337906932, ""d"": -87.0547188086053}"
2024-05-13T11:32:25.397103,avr/fusion/geo,"{""lat"": 32.808542515707416, ""lon"": -97.15634266308194, ""alt"": 162.3705472335571}"
